,cor_name,title,label
4999,모비릭스,"경쟁률 ‘4400대1’…연초부터 뜨거운 공모주, 증시 더 달군다",neutral
5000,모비릭스,게임주 '네오위즈·베스파 신작 기대감으로 상승세',positive
5001,모비릭스,[게임스톡] 네오위즈 신작 기대감에 9%↑,positive
5002,모비릭스,15조원 IPO '노다지' 잡아라…IB경쟁 '후끈',neutral
5003,레인보우로보틱스,"[시그널] ‘IPO 기록 또 경신’···아이퀘스트 수요예측 1,504.02대 1",negative
5005,레인보우로보틱스,'비례배정 막차' 공모株로 뭉칫돈 몰린다,neutral
5006,레인보우로보틱스,"[THE CEO] 로봇 전문 기업, 레인보우로보틱스",neutral
5007,레인보우로보틱스,IPO 열기 ‘후끈’…1월 넷째주 IPO 종목은?,neutral
5008,레인보우로보틱스,"[더벨]대신증권, 연이은 공모주 역대급 흥행에 보수 두둑",positive
5009,레인보우로보틱스,"[출발 오늘의 증시 핫이슈] ""수요예측 역대 최고 경쟁률, 레인보우로보틱스 이...",positive
5010,레인보우로보틱스,[특징주]LG전자 '로봇' 미래 먹거리 선정에 로봇株도 '급등',negative
5011,레인보우로보틱스,바이오·AI·로봇···7개社 줄줄이 청약,neutral
5013,모비릭스,"[주목!e스몰캡]모비릭스, 대작 캐쥬얼 게임으로 중남미까지 접수",neutral
5014,레인보우로보틱스,코스닥 코스피 기관투자자 경쟁률 새역사 쓴 `레인보우로보틱스`,neutral
5015,레인보우로보틱스,뜨거운 IPO시장에 기름을..공모주 관심집중,neutral
5017,레인보우로보틱스,연초부터 뜨거운 IPO 열기...상장 후에는 어떨까,neutral
5018,레인보우로보틱스,국내 협동로봇 도입 본격화...협동로봇 시장 경쟁 뜨겁다,neutral
5020,레인보우로보틱스,[마켓 이슈] 올해도 IPO시장 뜨겁다...크레프톤 등 대어급 대기,neutral
5021,인바이오,"[공모주 투자노트] 인바이오, `작물보호제 제조` 코스닥 도전",neutral
5022,인바이오,증시 훈풍에 공모시장 '흥행행진'…투자 열기 연말까지 갈까?,positive
5023,인바이오,메트로신문- 11월 25일자 한줄뉴스,neutral
5024,티엘비,"[마켓인사이트]티엘비, 수요예측 경쟁률 1319대 1…공모가 3만8000원",neutral
5025,티엘비,"티엘비, 공모가 3만8000원 확정…PCB 제조 전문기업",neutral
5028,티엘비,포인트모바일 코스닥 상장 첫날…따상 가능할까?,neutral
5029,인바이오,"인바이오, 국내 친환경·제네릭 작물보호제 시장 확대 수혜",positive
5030,인바이오,"인바이오, 친화경 제네릭 작물보호제 선도기업-유진투자증권",neutral
5031,인바이오,‘물들어올 때 노젓자’…IPO 큰 장 선다,neutral
5032,티엘비,[시그널] 티엘비 일반 청약도 흥행···76억 모집에 6조 뭉칫돈,positive
5033,티엘비,"DB금융투자, 통신장애로 티엘비 공모주 청약 연장..투자자 불만 속출",negative
5034,티엘비,"IPO 슈퍼위크, 증시 날자 최고기록 행진",neutral
5035,티엘비,"DB금융투자, 청약자 몰리며 HTS·MTS 먹통",neutral
5036,티엘비,티엘비 공모 청약 경쟁률 1천641대 1…증거금 6.2조,neutral
5037,티엘비,'진격의 반도체'...공모주 '티엘비'의 이유 있는 흥행,positive
5038,티엘비,"티엘비, 공모청약 경쟁률 1640.9대 1…증거금 6조2353억원",neutral
5039,티엘비,"증거금 6.2조·일반 청약 경쟁률 1640.9대 1...티엘비 ""흥행""",positive
5040,티엘비,티엘비 공모 청약 경쟁률 1천641대 1…14일 코스닥 입성,neutral
5041,티엘비,티엘비 공모 청약 경쟁률 1천641대 1…코스닥 상장 14일 예정,neutral
5042,티엘비,"티엘비, 경쟁률 1천640.9대1…청약증거금 6조원 넘게 몰려",neutral
5043,티엘비,"티엘비, 14일 코스닥 상장... 공모 청약 경쟁률 1천641대 1",neutral
5044,티엘비,"[더벨]DB금투, 주식 열풍 효과 '톡톡' …IB는 선두 굳건",positive
5045,티엘비,[뉴스핌 뉴스레터 Today ANDA] 12월 7일,neutral
5046,티엘비,"티엘비, 공모가 3만8000원 확정…수요예측 경쟁률 1318.8대 1",neutral
5048,티엘비,"12월 공모주 시장, 명신산업·티엘비 업고 비상할까",neutral
5049,티엘비,"티엘비, 공모가 3만8000원 확정…수요예측 1318대 1",neutral
5050,티엘비,"티엘비, 공모가 3만8,000원 확정…수요예측 경쟁률 1,318.8대 1",neutral
5051,티엘비,IPO 막차 잡아라…연말 12곳 공모,neutral
5052,티엘비,연말까지 12곳 공모 대기…제2 명신산업은 어디,neutral
5053,티엘비,"[시그널] 엔젠바이오 청약 경쟁률 1,502 대 1···기술 특례 상장 최고",neutral
5056,티엘비,증시 활황에 중소형 공모주도 활활… 대어 필요 없다,neutral
5057,티엘비,"티엘비, 청약 경쟁률 1640.9대 1…증거금 약 6조2353억원",neutral
5058,티엘비,"티엘비, 공모청약 경쟁률 1640.9대 1…청약 증거금 약 6조2353억 원 흥행 성공",positive
5059,에프앤가이드,"[주목!e스몰캡]에프앤가이드, 코스닥 '이사'하는 금융정보 1위 기업",neutral
5061,에프앤가이드,"리츠부터 AI까지, 이번주 3개사 공모청약",neutral
5062,에프앤가이드,"LG, 4년간 현금 10兆 마련… '뉴 LG' M&A 속도 내나",neutral
5063,에프앤가이드,상장사 4분기 영업익 60% 불어난다,neutral
5064,에프앤가이드,주목받는 친환경 시장…'SRI·녹색성장펀드' 수익률 날개,positive
5065,에프앤가이드,"콘택트株 랠리, 코로나19 재확산에 '주춤'",negative
5066,에프앤가이드,증시 활황에 중소형 공모주도 활활… 대어 필요 없다,neutral
5067,에프앤가이드,'KRX 고배당 50지수' 한달간 10% 상승...연말 배당 투자 유망 종목은?,neutral
5068,에프앤가이드,"[베스트&워스트] 에스티팜, 코로나 백신 원료 생산 능력 부각...EDGC, 경영권...",positive
5069,에프앤가이드,"에프앤가이드, 공모가 7000원 확정..경쟁률 1327.98대 1",neutral
5070,에프앤가이드,[오늘의 탐방보고서] 에프앤가이드 이철순 대표,neutral
5071,에프앤가이드,주가 고공행진에 '안전자산' 금값은 내리막길,negative
5072,에프앤가이드,돌아온 배당의 계절…고배당株 담아볼까,neutral
5073,에프앤가이드,'PBR 0.8배' LG전자 같은 가치주 담아볼까,neutral
5074,에프앤가이드,"""여전한 강자"" 美펀드 한달 2685억 순유입",neutral
5075,에프앤가이드,“덜 오늘 종목 성과 기대”···소비재·IT부품 등 목표가 괴리율 커,positive
5076,에프앤가이드,코스피는 2700 넘어 날아가는데…거꾸로 가는 음식료품株,neutral
5077,에프앤가이드,바이든 당선으로 각광받는 ESG 펀드…1년 수익률 50%에 자금 몰려,neutral
5078,에프앤가이드,"증시 대장 삼성전자, 또 신고가...삼성그룹주펀드 수익률 ‘高高’",negative
5079,에프앤가이드,"[마켓인사이트]에프앤가이드, 수요예측 '대박'... 경쟁률 1328 대 1",positive
5080,에프앤가이드,"에프앤가이드, 코넥스 시장서 上…코스닥 흥행 기대감",positive
5081,에프앤가이드,"[더벨]에프앤가이드, ‘내년부터’ ESG채권 인증 사업",neutral
5082,에프앤가이드,"""9만전자 간다"" 증권가 삼성전자 목표주가 잇단 상향",positive
5083,에프앤가이드,11월 이어 12월도 코스닥 IPO '순항',positive
5084,에프앤가이드,코넥스 115개 종목 거래…거래대금 1위 ‘툴젠’,neutral
5085,에프앤가이드,"꿈 먹고 크는 바이오, 공모주 수익률 톱10 중 7곳",neutral
5086,에프앤가이드,코넥스 대장주 ‘지놈앤컴퍼니’ 코스닥 진입 성공적일까,positive
5087,에프앤가이드,"히든카드 꺼내든 권봉석…증권가 ""LG전자 너무 싸"" [박해린의 뉴스&마켓]",neutral
5088,에프앤가이드,올해 마지막 깜짝실적株 찾아볼까,neutral
5089,티엘비,한번더 따상?···이번주 6개社 공모주 청약,neutral
5090,티엘비,"[비즈 이슈] DB금융투자, IPO에서 존재감 '팍팍'...최대실적 시현",positive
5091,티엘비,IPO시장 '훈풍' … 명신산업 경쟁률 1476대 1 '역대 최고',positive
5092,티엘비,12월 IPO기업 '최소 13개' 쏟아진다···옥석가리기 '필수',neutral
5093,알체라,"""급부상한 AI 영상인식 강자는 나""...알체라, 21일 코스닥 상장",neutral
5095,알체라,"리츠부터 AI까지, 이번주 3개사 공모청약",neutral
5097,알체라,증시 활황에 중소형 공모주도 활활… 대어 필요 없다,neutral
5098,에프앤가이드,명신산업 덕에 엠에스오토텍 급등..다음타자 누구?,negative
5099,에프앤가이드,"알체라 등 청약 앞둔 신영證 ""비대면 계좌 개설 안돼요""...'지점 대란' 예고",negative
5100,에프앤가이드,中 '훈풍' 타고 다시 뛰는 K임플란트株,neutral
5101,에프앤가이드,"[시그널] 엔젠바이오 청약 경쟁률 1,502 대 1···기술 특례 상장 최고",neutral
5102,에프앤가이드,‘한국판 뉴딜’ 투자 판도를 바꾼다 (2) 뉴딜에 꽂힌 투자상품들…관심 가져...,neutral
5103,에프앤가이드,"풍력株, 내년 바람은 더 좋다",positive
5104,에프앤가이드,[외국계기업 분석보고서 실태]①‘속 빈 강정’ 외국 기업 리포트,neutral
5105,에프앤가이드,설정액 1000억원 깨진 통일펀드,neutral
5106,에프앤가이드,"K바이오 순익, 조선·철강 넘어선다",negative
5107,에프앤가이드,투자고수 중국에 홀리다,neutral
5108,알체라,"[마켓인사이트]공인인증서 폐지 소식, 알체라 공모과정에 긍정적 영향 줄까",positive
5109,에프앤가이드,"에프앤가이드, 일반청약서 증거금 1조 5412억원 걷혀",neutral
5110,에프앤가이드,코넥스 120개 종목 거래…거래대금 1위 ‘에프앤가이드’,neutral
5111,에프앤가이드,[오늘의 증시] 포스코케미칼·인바이오젠·휴젤·에프앤가이드등,neutral
5112,에프앤가이드,"개미 고배당, 外人 차화반…연말투자 계획이 다 있구나",neutral
5113,에프앤가이드,"전력질주 마친 셀트리온 3사, 한달동안 52% 올랐다",neutral
5114,에프앤가이드,MB가 만든 '녹색성장펀드'....文 정부 들어 살아나다,negative
5115,에프앤가이드,동학개미 주식열풍 나비효과?…증권사 연금펀드에 뭉칫돈,neutral
5116,에프앤가이드,'팔만전자' 기대…삼성그룹 펀드 환매에도 삼전 펀드는 러브콜,positive
5117,에프앤가이드,'온라인' 色 입혔다…아모레퍼시픽 '화색',neutral
5118,에프앤가이드,1조 적자→1조 흑자 가능?…에쓰오일 내년에 '오일신화' 다시 쓴다,negative
5120,티엘비,"NH證 ""티엘비, 반도체용 PCB 시장 선도 기업""",neutral
5121,티엘비,"[더벨]티엘비·프레스티지바이오, 수요예측 출격",neutral
5122,티엘비,거품 논란에도 몰리는 돈… 연말 공모주 시장 ‘훈풍’,positive
5123,에프앤가이드,"[fn마켓워치] 에프앤가이드, 내년 ESG 스코어 내놓는다",neutral
5124,에프앤가이드,코스닥 상장 지놈앤컴퍼니·에프앤가이드…여의도 출동한 CEO들,neutral
5125,에프앤가이드,"[금일 증권업계 주요기사] 모건스탠리 ""글로벌 증시 회복 채비""… '中 판호 획...",positive
5126,에프앤가이드,'찬바람 부니 배당주로'...쏠쏠한 원픽 종목은?,neutral
5127,에프앤가이드,"""슈퍼예산 호재"" 운용사 K-뉴딜 상품 봇물",positive
5128,에프앤가이드,"장미빛 전망에도 박스권 통신株… ""저점매수 기회 잡아라""",negative
5129,에프앤가이드,"""배당주 우리도 있다""…코스닥 기대주는?",neutral
5130,에프앤가이드,"충성개미 밀고 外人 당기고, 마침내 ‘7만전자’",neutral
5131,에프앤가이드,"7만원 찍은 삼성전자, 코스피 강세 이끈다",positive
5132,에프앤가이드,"최정우의 '23조' 배터리 도전, 내년부터 성과 본격화",neutral
5133,알체라,"[알려株] 알체라, 사물까지 포착하는 AI 영상인식",neutral
5136,알체라,"알체라, 공모가 1만원 확정…21일 코스닥 상장",neutral
5137,알체라,알체라 공모가 1만 원 확정…21일 코스닥 상장,neutral
5138,알체라,"알체라, 공모가 1만원 확정… 희망가 밴드 최상단",neutral
5139,알체라,"알체라, 공모가 1만원 확정···'희망가 밴드 최상단'",neutral
5140,알체라,"알체라, 공모가 10,000원 확정… 10~11일 청약 거쳐 21일 코스닥 입성 예정",neutral
5141,알체라,"알체라, 공모가 1만원 확정…희망가 '밴드 최상단'",neutral
5142,알체라,"알체라, 공모가 1만원 확정…희망가 밴드 최상단",neutral
5143,알체라,11월 이어 12월도 코스닥 IPO '순항',positive
5145,알체라,스마트시티 원스톱 구축 돕는 '리노' 24國에 서비스 [수출 한국 이끄는 ICT 강...,neutral
5146,알체라,"[마켓인사이트]알체라 수요예측 흥행 성공... 공모가 상단 확정, 경쟁률 1316...",positive
5147,알체라,"신영증권, 에프앤가이드·알체라 '연타석' 공모청약 대박날까",positive
5148,알체라,"알체라 21일 코스닥 상장, 공모가 1만원 확정",neutral
5151,에프앤가이드,"""인기 많은 소형 공모주"" 에프앤가이드·알체라 청약",neutral
5152,에프앤가이드,“내려도 너무 내렸다” 다시 고개 드는 金의 매력,neutral
5153,에프앤가이드,"금융지주, 올해 연간 순익 확대...내년 충당금·이자상환유예 리스크",positive
5154,에프앤가이드,S&P500 상승률까지 제친 韓증시…`박스피` 굴레 벗었다,positive
5155,에프앤가이드,"쌍용양회 거래된다…""배당주 끝판왕 귀환"" [박해린의 뉴스&마켓]",neutral
5156,에프앤가이드,대치 은마아파트 1% 오를 때 삼성전자 28% 뛰었다,negative
5157,에프앤가이드,"역대 최고 코스피, '산타랠리' 이어간다",negative
5158,에프앤가이드,[그래픽 뉴스] 전세난 외,neutral
5159,에프앤가이드,"철강업계, 4분기 호실적 기대감 高高",positive
5160,에프앤가이드,"SK하이닉스, 신고가 축포...경쟁사도 도와준다(?)",neutral
5161,에프앤가이드,SK케미칼 무려 591% `상승 톱`,positive
5162,에프앤가이드,"""글로벌 강세장 올라탔다…내년도 상승흐름 지속""",positive
5163,알체라,"""인기 많은 소형 공모주"" 에프앤가이드·알체라 청약",neutral
5164,알체라,"인공지능 영상인식 기업 알체라, 이달 코스닥 입성",neutral
5165,알체라,"알체라, 21일 코스닥 상장 진출...""AI 영상인식 글로벌 시장"" 공략",neutral
5166,알체라,"[IPO] 알체라 이달 코스닥 입성...""인공지능 영상인식 선도하겠다""",neutral
5167,알체라,"알체라, 코스닥 입성 착착... AI 영상인식 산업을 선도하는 글로벌 리더로 도...",neutral
5168,알체라,"알체라, 오는 21일 코스닥 상장…예상 시총 1천70억 원",neutral
5169,알체라,"인공지능 영상인식 전문 기업 알체라, ""코스닥 입성 통해 글로벌 리더 도약"" ...",positive
5170,알체라,"[IPO 간담회] 알체라, ""글로벌 인공지능 영상인식 전문기업으로 거듭날 것""",positive
5171,알체라,[IR플러스]알체라 “AI 영상인식 글로벌 리더로 도약”,positive
5172,알체라,'12월 공모주' 알체라·인바이오…상장 후 주가전망은?,neutral
5173,알체라,"IPO 슈퍼위크, 증시 날자 최고기록 행진",neutral
5174,지놈앤컴퍼니,올해 마지막 공모주..코넥스 대장 지놈앤컴퍼니 등 청약,neutral
5175,지놈앤컴퍼니,"코스닥 진입 앞둔 지놈앤컴퍼니, 면역항암제 시장 '출사표'",neutral
5176,지놈앤컴퍼니,[특징주]티엘비·에프앤가이드 코스닥 상장한다...경쟁률 및 공모가는?,neutral
5177,지놈앤컴퍼니,벤처 양육소 ‘코넥스’도 성장 병목 상태에 빠졌다 신규 상장기업 쪼그라들고...,negative
5178,지놈앤컴퍼니,"코넥스, 117개 종목 거래…거래대금 1위 ‘툴젠’",neutral
5179,지놈앤컴퍼니,"한국투자증권, 연말 IPO 모두 주관…4년만에 왕좌 탈환",neutral
5180,지놈앤컴퍼니,[데스크 칼럼] 벤처캐피털의 바이오 편식,neutral
5181,지놈앤컴퍼니,"올해 상장 제약·바이오기업들, 공모가 상회로 흥행 성공",positive
5183,지놈앤컴퍼니,"[더벨]파라투스인베스트, '글로벌바이오1호' 운용 막바지",neutral
5184,지놈앤컴퍼니,"지놈앤컴퍼니, 수요예측 결과 공모가 상단 4만원 확정",neutral
5185,지놈앤컴퍼니,"[장외시황] 지놈앤컴퍼니, 공모가 4만 원 확정",neutral
5186,지놈앤컴퍼니,"[더벨]지놈앤컴퍼니, 기관 공모 완판…800억 IPO 청신호",positive
5187,지놈앤컴퍼니,"지놈앤컴퍼니, 공모가 상단 4만원 확정…23일 코스닥 입성",neutral
5188,지놈앤컴퍼니,높아진 바이오 관심에 12월 IPO 기업 수요예측 흥행 이어가,positive
5189,지놈앤컴퍼니,"코넥스, 117개 종목 거래…거래대금 1위 ‘툴젠’",neutral
5190,지놈앤컴퍼니,바이오기업 급성장의 비밀① 기술특례상장의 빛과 그림자,neutral
5191,지놈앤컴퍼니,올해 공모주 청약경쟁률 지난해 2배…절반이 1000대1 넘어,positive
5192,지놈앤컴퍼니,'초대어 없어도 잘나가네'···연말 IPO 시장 '후끈',positive
5193,지놈앤컴퍼니,"[더벨]한국증권, IPO막판 스퍼트…1위 NH 맹추격",neutral
5194,지놈앤컴퍼니,지놈앤컴퍼니 공모가 4만원…14∼15일 공모 청약,neutral
5195,지놈앤컴퍼니,‘코넥스 대장주’ 지놈앤컴퍼니 공모가 4만원···23일 코스닥 상장,neutral
5196,지놈앤컴퍼니,"지놈앤컴퍼니, 공모가 4만 원…14~15일 청약·23일 코스닥 상장",neutral
5197,지놈앤컴퍼니,"지놈앤컴퍼니, 삼성바이오로직스 면역관문억제제 위탁개발(CDO) 계약",neutral
5198,지놈앤컴퍼니,"지놈앤컴퍼니, 기관투자가 수요예측 결과 공모가 4만원 확정",neutral
5199,지놈앤컴퍼니,"지놈앤컴퍼니,경쟁률 1,163.49대 1 기록…공모가 4만원 확정",neutral
5200,지놈앤컴퍼니,프리시젼바이오·지놈앤컴퍼니 기관 반응 '대박'…개인 청약도 흥행할까,positive
5201,지놈앤컴퍼니,커지는 마이크로바이옴 시장…제약·바이오 업계 '출사표',neutral
5202,지놈앤컴퍼니,"코넥스, 117개 종목 거래…거래대금 1위 '툴젠'",neutral
5203,지놈앤컴퍼니,"""제약·바이오 IPO 열풍""...공모주 수익률 최대 339%",positive
5205,지놈앤컴퍼니,지놈앤컴퍼니·석경에이티 등 올 마지막 청약,neutral
5206,지놈앤컴퍼니,불붙은 코넥스→코스닥 이전상장...연말 IPO ‘후끈’,neutral
5207,지놈앤컴퍼니,"“혁신신약 개발의 새로운 기회”…제약업계, 마이크로바이옴 활용 ‘본격화’",neutral
5209,지놈앤컴퍼니,올해 바이오 IPO 열풍…내년도 SK바이오사이언스 등 줄줄이 대기,neutral
5210,지놈앤컴퍼니,"지놈앤컴퍼니, 삼성바이오와 면역관문억제제 위탁개발 계약",neutral
5211,지놈앤컴퍼니,`코넥스 대장주` 지놈앤컴퍼니 코스닥 이전 상장,neutral
5212,지놈앤컴퍼니,"지놈앤컴퍼니, 삼성바이오로직스와 신규타깃 면역관문억제제 위탁개발 MOU",positive
5213,지놈앤컴퍼니,"지놈앤컴퍼니-삼바, 면역관문억제제 위탁개발 계약",neutral
5214,지놈앤컴퍼니,"지놈앤컴퍼니, 삼성바이오와 신규타깃 면역관문억제제 위탁개발 계약",neutral
5215,지놈앤컴퍼니,"지놈앤컴퍼니-삼바, 면역항암제 위탁개발 계약",neutral
5216,지놈앤컴퍼니,[바이오위클리] 장내 미생물로 3세대 항암제 개발,neutral
5217,지놈앤컴퍼니,[금일 제약업계 주요기사] 휴젤 ‘레티보’ 中 수출 첫 선적…대웅제약 “호이...,neutral
5218,지놈앤컴퍼니,코스닥 이끌 차기 제약·바이오주 IPO 연말까지 '속속',neutral
5219,지놈앤컴퍼니,코넥스 120개 종목 거래…거래대금 1위 ‘에프앤가이드’,neutral
5220,지놈앤컴퍼니,다음주 티엘비·에프엔가이드 상장,neutral
5221,지놈앤컴퍼니,다음주 티엘비·에프엔가이드 상장,neutral
5222,지놈앤컴퍼니,코넥스 121개 종목 거래..거래대금 1위 `지놈앤컴퍼니`,neutral
5223,지놈앤컴퍼니,"지스트 기술창업스카우터 선정기업 ""지놈앤컴퍼니"" 12월 코스닥 상장 예정",neutral
5224,지놈앤컴퍼니,[PEF 릴레이 분석 ⑦ 파라투스인베스트먼트]전체 운용역이 모두 주주로…책임...,neutral
5225,지놈앤컴퍼니,"""시장 선점땐 高성장""…몸값 높아지는 마이크로바이옴",positive
5226,지놈앤컴퍼니,"에이투젠 식후혈당 개선 물질, 인체적용시험 종료 눈앞",neutral
5227,지놈앤컴퍼니,[PEF 릴레이 분석 ⑦ 파라투스인베스트먼트] 제약바이오 ‘성장성 선별 능력’...,neutral
5228,프리시젼바이오,[오늘의 증시] 티엘비ㆍ프리시젼바이오ㆍKT서브마린,neutral
5229,프리시젼바이오,올해 마지막 공모주..코넥스 대장 지놈앤컴퍼니 등 청약,neutral
5230,프리시젼바이오,[특징주]티엘비·에프앤가이드 코스닥 상장한다...경쟁률 및 공모가는?,neutral
5231,프리시젼바이오,"올해 상장 제약·바이오기업들, 공모가 상회로 흥행 성공",positive
5232,프리시젼바이오,"한국투자증권, 연말 IPO 모두 주관…4년만에 왕좌 탈환",neutral
5233,프리시젼바이오,"IPO, 공모가 최상단 속출…내년 전성기 예고",neutral
5236,프리시젼바이오,연말 IPO 시장 훈풍…내년에도 대어급 기대,positive
5238,프리시젼바이오,프리시젼바이오 청약 경쟁률 1천557대 1…증거금 2.9조,neutral
5239,프리시젼바이오,지놈앤컴퍼니·프리시젼바이오…공모주 청약 '대박',positive
5240,프리시젼바이오,"[더벨][Weekly Brief]바이오 3사 연말 마지막 청약, 엔비티 IPO 내년으로",neutral
5241,프리시젼바이오,코로나19 속 잇따른 '제약.바이오' 기업공개,neutral
5242,프리시젼바이오,[시그널] 연말도 뜨거운 IPO열풍...지놈앤컴퍼니만 10조 뭉칫돈,neutral
5243,프리시젼바이오,"문 닫는 올해 IPO시장…""흥행행렬이 투자 선순환 끌어내"" 평가",positive
5244,프리시젼바이오,"[공모주 열풍 後]작지만 강한 중소형 공모주, 올해 남은 종목은",neutral
5245,프리시젼바이오,명신산업·엔젠바이오…새내기주 급등 이유는,negative
5246,프리시젼바이오,'산타랠리'에 12월 새내기주 95% 껑충,positive
5247,프리시젼바이오,[연말IPO 전망] 투자해볼만한 신규 상장주는?,neutral
5248,지놈앤컴퍼니,코넥스 대장주 ‘지놈앤컴퍼니’ 코스닥 진입 성공적일까,positive
5249,지놈앤컴퍼니,"[더벨]한투파·DSC·프리미어, '지놈앤컴퍼니' 회수 청신호",neutral
5250,지놈앤컴퍼니,연말까지 뜨거운 IPO 열기…국전약품 등 5곳 스탠바이,neutral
5251,지놈앤컴퍼니,코넥스 115개 종목 거래…거래대금 1위 ‘툴젠’,neutral
5252,지놈앤컴퍼니,"[더벨]막바지 공모 행렬, IPO 수요예측 줄줄이 대기",neutral
5253,지놈앤컴퍼니,"제약바이오업계, 미래 먹거리 '마이크로바이옴' 치료제 개발 열풍",neutral
5254,지놈앤컴퍼니,"제약·바이오 기업, 내년 초 최대 11곳 상장한다",neutral
5255,지놈앤컴퍼니,"한국머크 바이오파마, 보건의료 기술사업화 유공 장관표창 수상",positive
5256,인바이오,다음주 포인트모바일·앱코·엔에프씨·클리노믹스 상장,neutral
5257,퀀타매트릭스,"퀀타매트릭스, 질병관리청 통해 ‘항결핵제 감수성 검사’ 개시",neutral
5258,퀀타매트릭스,[레이더M] ＂패혈증 치료시간 줄여 인류 건강에 보탬될 것＂,positive
5259,퀀타매트릭스,[금일 제약업계 주요기사] 코아스템 “루게릭병 줄기세포 치료제 美 응급 임상...,neutral
5260,퀀타매트릭스,"SK바이오사이언스, IPO 예심 신청 '속도'",neutral
5261,퀀타매트릭스,올해 SK바이오팜 등 바이오기업 16개사 상장,neutral
5262,퀀타매트릭스,"퀀타매트릭스 결핵 솔루션, 내년부터 질병관리청서 활용",neutral
5263,퀀타매트릭스,"퀀타매트릭스, 내년부터 질병관리청 항결핵제 검사 개시",neutral
5264,퀀타매트릭스,"퀀타매트릭스, 질병관리청 통해 항결핵제 감수성 검사 개시",neutral
5265,퀀타매트릭스,"[마켓인사이트]3000억원대 시총 제시한 퀀타매트릭스, 이번엔 수요예측 성공할...",neutral
5266,퀀타매트릭스,"퀀타매트릭스, 질병관리청 통해 항결핵제 감수성 검사 개시",neutral
5267,퀀타매트릭스,"퀀타매트릭스, 질병관리청 통해 항결핵제 감수성 검사 개시",neutral
5268,퀀타매트릭스,"퀀타매트릭스, 질병관리청 통해 항결핵제 감수성 검사 개시",neutral
5269,퀀타매트릭스,"퀸타매트릭스 결핵 솔루션 제품, 내년부터 질병관리청서 사용",neutral
5270,퀀타매트릭스,"퀀타매트릭스, 25~26일 수요예측 후 내달 9일 코스닥 상장",neutral
5271,퀀타매트릭스,증시 훈풍에 공모시장 '흥행행진'…투자 열기 연말까지 갈까?,positive
5272,인바이오,[마켓인사이트]퀀타매트릭스·인바이오 나란히 수요예측 출격... 흥행 성공할...,positive
5273,인바이오,[시그널] ‘꺼질줄 모르는 IPO 열기’···8개사 연속 수요예측 흥행,positive
5274,인바이오,'들쭉날쭉' 공모주…투자심리 살아날까,positive
5275,인바이오,"'따상' 바란 공모주, 급락하는 이유는?",negative
5276,인바이오,IPO 막차 잡아라…연말 12곳 공모,neutral
5277,인바이오,"[시그널] 엔젠바이오 청약 경쟁률 1,502 대 1···기술 특례 상장 최고",neutral
5280,인바이오,연말까지 12곳 공모 대기…제2 명신산업은 어디,neutral
5281,인바이오,거품 논란에도 몰리는 돈… 연말 공모주 시장 ‘훈풍’,positive
5282,인바이오,대박 공모주 新산업만 해당?…조용히 강한 제조업,neutral
5283,인바이오,연말 추위 없는 공모株,neutral
5286,인바이오,명신산업·인바이오 등 6곳 일반청약 접수,neutral
5287,인바이오,신기록 명신산업 청약..또 공모주 슈퍼위크,neutral
5289,인바이오,다음주 포인트모바일·앱코·엔에프씨·클리노믹스 코스닥시장 상장...퀀타매...,neutral
5290,인바이오,워런 버핏도 투자한 공모주…잘 고르려면 ○○○을 보라,neutral
5291,인바이오,"인바이오 ""수요예측 경쟁률 ,1386대 1 기록""",positive
5292,인바이오,인바이오 공모가 5천800원…수요예측 경쟁률 1천386대 1,neutral
5293,인바이오,"인바이오, 공모가 5천800원…내달 11일 코스닥 입성",neutral
5294,인바이오,"인바이오 , 경쟁률 1386대 1로 수요예측 '대흥행'…공모가 5800원 확정",positive
5295,인바이오,인바이오 공모가 5800원…12월 2~3일 공모주 청약,neutral
5296,인바이오,"인바이오 , 경쟁률 1,386대 1…공모가 5,800원 확정",neutral
5297,인바이오,IPO시장 '훈풍' … 명신산업 경쟁률 1476대 1 '역대 최고',positive
5298,인바이오,제주 적십자회비 모금 선포식 개최 外 [오늘의 주요뉴스],neutral
5300,인바이오,12월 IPO기업 '최소 13개' 쏟아진다···옥석가리기 '필수',neutral
5301,클리노믹스,"[마켓인사이트]클리노믹스, 수요예측 경쟁률 494 대 1..공모가 1만3900원",neutral
5302,클리노믹스,"4色 공모주 동시 출격...'한 방' 찾는 투자자들 ""고민되네""",negative
5303,클리노믹스,다가오는 연말 IPO 슈퍼위크…일반 공모청약만 17곳 달해,neutral
5304,클리노믹스,"UNIST 이용훈 총장 취임 1년…""인공지능·친환경 기술 선도""",neutral
5305,클리노믹스,"이용훈 UNIST 총장 “부울경, 내년부터 반도체 도시로 탈바꿈 도울 것”",positive
5306,클리노믹스,“IT·친환경기술로 디지털·그린 뉴딜 선도 대학 만들것”,positive
5307,클리노믹스,"""울산에 AI·환경기술 더해 새로운 미래 열 것""",positive
5310,클리노믹스,[장외시황] 비상장 주식 10일 연속 하락세…바이오플러스 사상 최고가,negative
5311,클리노믹스,클리노믹스·앱코 등…23일부터 청약 빅데이,neutral
5312,클리노믹스,늦가을 공모주 슈퍼위크..알짜기업 청약 총출동,neutral
5314,클리노믹스,투자자예탁금 65조 돌파…공모주 광풍 ‘한 번 더?’,neutral
